country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,7.0,18.0,25.0,42.0,49.0,54.0,60.0,65.0,69.0,76.0,76.0,84.0,84.0,87.0,87.0,88.0,92.0,93.0,95.0,98.0,104.0,109.0,120.0,124.0,128.0,129.0,130.0,133.0,136.0,140.0,140.0,150.0,153.0,164.0,168.0,177.0,178.0,197.0,203.0,209.0,216.0,217.0,222.0,227.0,237.0,238.0,244.0,245.0,245.0,247.0,250.0,256.0,262.0,269.0,271.0,280.0,282.0,283.0,290.0,297.0,300.0,307.0,313.0,321.0,332.0,332.0,338.0,338.0,347.0,350.0,351.0,357.0,359.0,370.0,371.0,376.0,385.0,398.0,413.0,443.0,443.0,447.0,480.0,493.0,512.0,523.0,567.0,575.0,595.0,610.0,623.0,635.0,663.0,684.0,710.0,737.0,752.0,770.0,811.0,819.0,834.0,838.0,848.0,867.0,889.0,900.0,907.0,918.0,975.0,1005.0,1036.0
Saint Barthelemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,13.0,13.0,13.0,21.0,21.0,27.0,35.0,35.0,40.0,40.0,49.0,50.0,53.0,53.0,53.0,53.0,53.0,55.0,57.0,60.0,60.0,61.0,62.0,62.0,63.0,64.0,64.0,64.0,64.0,64.0,69.0,78.0,82.0,83.0,86.0,86.0,92.0,97.0,106.0,114.0,126.0,126.0,130.0,161.0,161.0,172.0,189.0,198.0,201.0,203.0,211.0,220.0,235.0,254.0,266.0,266.0,270.0,275.0,294.0,322.0,344.0,357.0,357.0,359.0,384.0,391.0,408.0,428.0,428.0,428.0,478.0,483.0,496.0,496.0,520.0,520.0,520.0,575.0,590.0,591.0,609.0,610.0,610.0,610.0,627.0,632.0,647.0,653.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,657.0,657.0,657.0,657.0,657.0,657.0
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,76.0,135.0,146.0,156.0,176.0,177.0,177.0,182.0,188.0,191.0,199.0,203.0,203.0,203.0,208.0,211.0,214.0,219.0,219.0,219.0,235.0,236.0,252.0,260.0,267.0,267.0,268.0,269.0,279.0,283.0,283.0,284.0,284.0,286.0,286.0,286.0,322.0,325.0,325.0,337.0,451.0,536.0,588.0,601.0,604.0,610.0,662.0,696.0,734.0,759.0,766.0
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,8.0,16.0,17.0,19.0,28.0,29.0,33.0,35.0,37.0,66.0,115.0,165.0,264.0,328.0,351.0,420.0,488.0,551.0,615.0,631.0,666.0,685.0,720.0,761.0,805.0,889.0,931.0,990.0,1049.0,1329.0,1398.0,1490.0,1640.0,1812.0,1925.0,2049.0,2215.0,2357.0,2531.0,2784.0,2953.0,3163.0,3555.0,3765.0,4134.0,4476.0,5431.0,6783.0,7798.0,9120.0,10144.0,11457.0,12737.0,15257.0,17622.0,19051.0,21869.0,23666.0,25722.0,28748.0,31634.0,33478.0,36040.0,39003.0,41236.0,43520.0,45668.0,48450.0,51022.0,54553.0,57013.0,58883.0,62442.0,64306.0,65790.0,68159.0,68965.0,70616.0,71791.0,72817.0,74524.0,76339.0,77954.0,80019.0,81029.0,82548.0,84720.0,87890.0,89540.0,91662.0,93915.0,95764.0,98917.0,101130.0,105175.0,109885.0,112797.0,117882.0,120471.0,122128.0,124755.0,127118.0,130766.0,132760.0,137669.0,140614.0,143256.0,145236.0,149634.0,154839.0,158050.0,161096.0,163026.0,165396.0,167138.0,169842.0,177560.0,183048.0,187622.0,191161.0,194218.0,197735.0,203259.0,207259.0,210398.0,213490.0,215731.0,217782.0,220323.0,222936.0,225624.0,228569.0
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,8.0,9.0,9.0,11.0,18.0,27.0,27.0,40.0,45.0,55.0,66.0,72.0,82.0,92.0,105.0,113.0,123.0,137.0,152.0,171.0,178.0,183.0,190.0,194.0,198.0,211.0,220.0,235.0,242.0,253.0,257.0,262.0,276.0,283.0,284.0,296.0,315.0,334.0,356.0,368.0,372.0,415.0,470.0,493.0,562.0,611.0,643.0,650.0,715.0,742.0,782.0,842.0,890.0,949.0,973.0,1076.0,1133.0,1186.0,1251.0,1311.0,1416.0,1456.0,1515.0,1565.0,1586.0,1686.0,1738.0,1761.0,1801.0,1858.0,1954.0,2063.0,2162.0,2276.0,2512.0,2588.0,2699.0,2809.0,2885.0,2994.0,3100.0,3228.0,3344.0,3424.0,3525.0,3606.0,3716.0,3788.0,3859.0,3919.0,3953.0,4046.0,4072.0,4162.0,4193.0,4255.0,4291.0,4341.0,4431.0,4545.0,4599.0,4666.0,4713.0,4870.0,4870.0,5023.0,5097.0,5169.0,5311.0,5381.0,5446.0,5514.0,5580.0,5605.0,5735.0,5809.0,5859.0,5948.0,6002.0,6044.0,6108.0,6170.0,6291.0,6364.0,6409.0,6477.0,6591.0,6655.0
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,637.0,753.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,1343.0,1343.0,1426.0,1551.0,1574.0,1723.0,1971.0,2160.0,2453.0,2732.0,2732.0,3290.0,3600.0,3824.0,4084.0,4301.0,4479.0,4713.0,4799.0,4904.0,5067.0,5370.0,5541.0,5699.0,5857.0,5920.0,6067.0,6277.0,6438.0,6524.0,6606.0,6698.0,6726.0,6766.0,6852.0,6910.0,6931.0,11056.0,11348.0,11189.0,11268.0,11348.0,11362.0,11411.0,11465.0,11511.0,11561.0,11624.0,11697.0,11769.0,11822.0,11889.0,11947.0,11997.0,12054.0,12111.0,12154.0,12232.0,12338.0,12464.0,12581.0,12662.0,12772.0,12912.0,13064.0,13176.0,13267.0,13366.0,13447.0,13562.0,13651.0,13719.0,13780.0,13876.0,13940.0,13991.0,14047.0,14417.0,14799.0,15179.0,15564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,39.0,39.0,39.0,39.0,39.0
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,21.0,21.0,21.0,29.0,37.0,43.0,54.0,54.0,54.0,58.0,67.0,72.0,72.0,97.0,97.0,97.0,106.0,141.0,148.0,167.0,205.0,205.0,230.0,241.0,241.0,293.0,297.0,297.0,361.0,386.0,415.0,454.0,475.0,480.0,491.0,491.0,580.0,600.0,608.0,611.0,621.0,637.0,642.0,648.0,670.0,680.0,683.0,686.0,707.0,710.0,732.0,746.0,788.0,788.0,853.0,869.0,869.0,914.0,937.0,943.0,961.0,974.0,999.0,1007.0,1042.0,1051.0,1062.0,1086.0,1088.0,1122.0,1123.0,1133.0,1141.0,1154.0,1175.0,1190.0,1200.0,1213.0,1219.0,1237.0,1237.0,1261.0,1273.0,1288.0,1292.0,1297.0,1297.0,1313.0,1317.0,1336.0,1355.0
Singapore,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,15.0,15.0,17.0,18.0,18.0,24.0,29.0,34.0,34.0,37.0,37.0,51.0,51.0,53.0,62.0,62.0,62.0,72.0,72.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,96.0,96.0,97.0,105.0,105.0,109.0,114.0,114.0,114.0,124.0,140.0,144.0,152.0,156.0,160.0,172.0,183.0,198.0,212.0,228.0,240.0,245.0,266.0,282.0,297.0,320.0,344.0,377.0,406.0,460.0,492.0,528.0,560.0,586.0,611.0,652.0,683.0,708.0,740.0,768.0,801.0,839.0,896.0,924.0,956.0,1002.0,1060.0,1095.0,1128.0,1188.0,1244.0,1268.0,1347.0,1408.0,1457.0,1519.0,1634.0,1712.0,2040.0,2296.0,2721.0,3225.0,3851.0,4809.0,5973.0,7248.0,8342.0,9340.0,9835.0,10365.0,11207.0,12117.0,12995.0,13882.0,14876.0,15738.0,16444.0,17276.0,18294.0,19631.0,20727.0,21699.0,22466.0,23175.0,23582.0,23904.0,24209.0,24559.0,24886.0,25368.0,25877.0,26532.0,27286.0,28040.0,28808.0,29589.0,30366.0,31163.0,31938.0,32712.0,33459.0,34224.0,34942.0,35590.0,35995.0,36299.0,36604.0,36825.0,37163.0,37508.0,37985.0,38500.0,39011.0,39429.0,39769.0,40117.0,40441.0,40717.0,41002.0,41323.0,41645.0,41780.0,42026.0,42285.0,42541.0,42737.0,42988.0,43256.0,43577.0,43833.0,44086.0,44371.0,44584.0,44795.0,45015.0,45172.0,45352.0,45521.0,45692.0,45893.0,46098.0
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,7.0,3.0,3.0,5.0,10.0,10.0,10.0,8.0,13.0,16.0,23.0,23.0,23.0,23.0,107.0,113.0,151.0,167.0,175.0,213.0,229.0,251.0,258.0,284.0,288.0,355.0,386.0,394.0,403.0,423.0,484.0,524.0,558.0,608.0,619.0,643.0,741.0,762.0,806.0,905.0,919.0,941.0,959.0,983.0,1060.0,1112.0,1131.0,1151.0,1163.0,1185.0,1192.0,1231.0,1245.0,1256.0,1280.0,1301.0,1307.0,1322.0,1327.0,1332.0,1338.0,1356.0,1366.0,1368.0,1372.0,1375.0,1376.0,1379.0,1379.0,1389.0,1396.0,1402.0,1404.0,1409.0,1409.0,1410.0,1410.0,1410.0,1426.0,1437.0,1443.0,1447.0,1447.0,1447.0,1447.0,1448.0,1448.0,1452.0,1455.0,1455.0,1461.0,1464.0,1464.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1473.0,1473.0,1477.0,1481.0,1493.0,1493.0,1493.0,1493.0,1507.0,1514.0,1523.0,1523.0,1530.0,1538.0,1538.0,1556.0,1556.0,1577.0,1577.0,1577.0,1616.0,1644.0,1660.0
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,70.0,79.0,79.0,102.0,102.0,120.0,128.0,137.0,148.0,150.0,152.0,152.0,165.0,174.0,174.0,190.0,192.0,193.0,197.0,205.0,211.0,211.0,219.0,221.0,221.0,223.0,230.0,233.0,233.0,239.0,241.0,241.0,244.0,246.0,247.0,252.0,255.0,256.0,256.0,259.0,260.0,267.0,270.0,272.0,273.0,1335.0,1338.0,1340.0,1340.0,1340.0,1340.0,1340.0,1346.0,1346.0,1354.0,1356.0,1357.0,1357.0,1358.0,1358.0,1358.0,1358.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1384.0,1384.0,1384.0,1384.0,1384.0,1384.0,1384.0,1384.0,1384.0,1423.0,1429.0,1429.0,1429.0,1429.0,1469.0,1473.0,1488.0,1501.0,1522.0,1522.0,1568.0,1568.0,1603.0,1625.0,1648.0,1661.0,1678.0,1678.0,1678.0,1733.0,1742.0,1761.0
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,10.0,10.0,19.0,20.0,31.0,31.0,34.0,44.0,61.0,75.0,87.0,106.0,106.0,110.0,118.0,121.0,126.0,130.0,135.0,135.0,148.0,152.0,163.0,178.0,188.0,204.0,204.0,204.0,204.0,235.0,253.0,265.0,310.0,310.0,327.0,348.0,361.0,361.0,406.0,418.0,418.0,431.0,441.0,470.0,489.0,506.0,532.0,532.0,559.0,577.0,622.0,649.0,685.0,724.0,724.0,751.0,782.0,818.0,818.0,829.0,868.0,868.0,868.0,887.0,910.0,910.0,932.0,951.0,951.0,973.0,1014.0,1051.0,1096.0,1147.0,1209.0,1209.0,1264.0,1264.0,1343.0,1380.0,1425.0,1444.0,1444.0,1452.0,1457.0,1462.0,1464.0,1495.0,1499.0,1499.0,1521.0,1521.0,1543.0,1562.0,1562.0
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,12.0,12.0,31.0,31.0,31.0,31.0,31.0,50.0,50.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,410.0,410.0,410.0,410.0,410.0,410.0,903.0,903.0,903.0,903.0,1055.0,1055.0,1055.0,1473.0,1473.0,1473.0,1473.0,1473.0,2073.0,2073.0,2073.0,2382.0,2549.0,2549.0,2746.0,2746.0,3153.0,3153.0,3153.0,3983.0,4173.0,4357.0,4357.0,4745.0,5676.0,6083.0,6478.0,7006.0,7298.0,7960.0,8950.0,8950.0,10104.0,10104.0,11100.0,11917.0,12741.0,13451.0,14370.0,15093.0,16116.0,16809.0,17291.0,18313.0,19682.0,21311.0,23088.0,24258.0,24364.0,26099.0,29006.0,31505.0,33252.0,35006.0,36850.0,38531.0,39867.0,42063.0,44331.0,44920.0,47825.0,50326.0,51608.0,53444.0,55045.0,56874.0,59974.0,64111.0,67094.0,68925.0,70614.0,73543.0,76025.0,81999.0,86298.0,91227.0,93315.0,97848.0,102299.0,106842.0,113061.0,118232.0,127715.0,134874.0,138241.0,146279.0,160693.0,165591.0,178183.0,182230.0,191059.0,194865.0,208144.0,229175.0,236260.0,245771.0,263054.0,265077.0,274925.0,287313.0,297967.0
South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,9.0,9.0,10.0,12.0,12.0,16.0,16.0,16.0,18.0,18.0,22.0,22.0,22.0,22.0,27.0,30.0,30.0,30.0,41.0,41.0,135.0,135.0,118.0,118.0,247.0,288.0,333.0,510.0,510.0,510.0,1137.0,1407.0,1540.0,1540.0,1540.0,1540.0,2909.0,3166.0,3507.0,3730.0,4144.0,4528.0,4811.0,5033.0,5228.0,5408.0,5567.0,5828.0,6021.0,6325.0,6463.0,6598.0,6694.0,6776.0,6973.0,7117.0,7243.0,7368.0,7447.0,7534.0,7616.0,7757.0,7829.0,7937.0,8042.0,8114.0,8213.0,8277.0,8501.0,8635.0,8717.0,8764.0,8854.0,8922.0,9059.0,9072.0,9123.0,9183.0,9217.0,9283.0,9333.0,9419.0,9484.0,9568.0,9610.0,9632.0,9670.0,9695.0,9762.0,9821.0,9851.0,9888.0,9904.0,9938.0,10066.0,10135.0,10162.0,10194.0,10213.0,10226.0,10275.0,10295.0,10340.0,10363.0,10398.0,10405.0,10422.0,10446.0,10467.0,10499.0,10506.0,10531.0,10552.0,10563.0,10589.0,10611.0,10654.0,10669.0,10691.0,10718.0,10730.0,10760.0,10774.0,10800.0,10835.0,10856.0,10868.0,10881.0,10908.0,10930.0,10974.0,11172.0,11317.0,11364.0,11429.0,11537.0,11613.0,11684.0,11759.0,11811.0,11832.0,11848.0,11914.0,11970.0,12019.0,12065.0,12144.0,12178.0,12204.0,12282.0,12348.0,12396.0,12460.0,12519.0,12556.0,12572.0,12643.0,12698.0,12758.0,12817.0,12866.0,12890.0,12905.0,13007.0,13069.0,13132.0
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,15.0,15.0,48.0,48.0,49.0,49.0,49.0,58.0,89.0,117.0,122.0,122.0,169.0,190.0,217.0,224.0,224.0,224.0,224.0,246.0,246.0,279.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0
