date,Afghanistan,Albania,Algeria,Andorra,Angola,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Others,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,St. Martin,Sudan,Summer Olympics 2020,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Winter Olympics 2022,Yemen,Zambia,Zimbabwe
2020-09-06,38484.0,10255.0,46364.0,1215.0,2965.0,0.0,95.0,478792.0,44783.0,,26321.0,29271.0,37329.0,2506.0,55415.0,325157.0,178.0,72859.0,88367.0,1194.0,2213.0,228.0,120769.0,21560.0,2002.0,4140488.0,145.0,17089.0,1452.0,462.0,4330.0,274.0,19604.0,132799.0,,,4729.0,1039.0,,422510.0,90058.0,666521.0,452.0,14838.0,46920.0,11964.0,4309.0,,1507.0,,28156.0,18310.0,712.0,5388.0,22.0,99333.0,118045.0,99863.0,26308.0,4972.0,330.0,2516.0,4853.0,58672.0,,31.0,8405.0,364943.0,,8601.0,3197.0,1650.0,251728.0,44777.0,,11524.0,,24.0,,,77683.0,,9798.0,2245.0,1468.0,8326.0,12.0,64764.0,,8387.0,2141.0,4204613.0,194109.0,386658.0,260370.0,29672.0,131317.0,277634.0,18588.0,3103.0,71903.0,,2411.0,133924.0,35103.0,0.0,14119.0,89582.0,44403.0,22.0,1428.0,20426.0,1148.0,1306.0,17749.0,108.0,3077.0,6950.0,9.0,,15319.0,5614.0,9397.0,8584.0,2842.0,2039.0,,,7142.0,356.0,,634023.0,,39797.0,147.0,310.0,5553.0,72394.0,4444.0,1419.0,8685.0,46257.0,77857.0,1776.0,4668.0,1177.0,55005.0,15090.0,11388.0,87072.0,,298903.0,0.0,26127.0,97043.0,497.0,22486.0,683702.0,237365.0,70824.0,60258.0,,120095.0,,95014.0,1022228.0,4374.0,,17.0,26.0,,61.0,0.0,735.0,898.0,320688.0,13987.0,31905.0,135.0,2054.0,57022.0,4614.0,3165.0,,3362.0,638517.0,21296.0,2544.0,498989.0,3123.0,,13437.0,0.0,4346.0,84985.0,44401.0,3171.0,,493.0,8757.0,509.0,3444.0,27.0,1488.0,0.0,2250.0,5041.0,279806.0,3667.0,139171.0,73984.0,349499.0,6302827.0,1679.0,43587.0,,,53289.0,1049.0,0.0,1987.0,12776.0,6837.0
2020-09-07,38580.0,10406.0,46653.0,1261.0,2981.0,0.0,95.0,488007.0,44845.0,,26373.0,29561.0,37418.0,2546.0,56076.0,327359.0,179.0,73031.0,88769.0,1307.0,2213.0,233.0,121604.0,21660.0,2126.0,4150004.0,145.0,17146.0,1463.0,466.0,4358.0,274.0,19604.0,133216.0,,,4729.0,1040.0,,424274.0,90078.0,666521.0,452.0,15124.0,48780.0,12081.0,4352.0,,1509.0,,28716.0,18540.0,712.0,5388.0,22.0,99898.0,110092.0,100041.0,26413.0,4985.0,330.0,2532.0,4884.0,59648.0,,31.0,8438.0,369209.0,,8608.0,3197.0,1684.0,253626.0,44869.0,,11663.0,,24.0,,,77828.0,,9816.0,2245.0,1560.0,8360.0,12.0,64814.0,,8963.0,2143.0,4280422.0,196989.0,388810.0,264684.0,29774.0,134705.0,278784.0,18701.0,3183.0,72194.0,,2478.0,134123.0,35205.0,0.0,14204.0,90387.0,44458.0,22.0,1429.0,20826.0,1148.0,1306.0,18834.0,108.0,3094.0,6960.0,9.0,,15352.0,5621.0,9459.0,8667.0,2870.0,2076.0,,,7165.0,356.0,,637509.0,,40055.0,153.0,310.0,5659.0,73780.0,4557.0,1518.0,8810.0,47236.0,78702.0,1782.0,4668.0,1177.0,55160.0,15127.0,11521.0,87328.0,,299233.0,0.0,26779.0,97578.0,497.0,23353.0,689977.0,238727.0,71126.0,60507.0,,120348.0,,95897.0,1027334.0,4409.0,,17.0,26.0,,62.0,0.0,735.0,898.0,321456.0,14014.0,31941.0,135.0,2055.0,57044.0,4636.0,3190.0,,3362.0,639362.0,21432.0,2545.0,525549.0,3123.0,,13437.0,0.0,4360.0,85558.0,44592.0,3229.0,,494.0,8792.0,509.0,3445.0,27.0,1493.0,0.0,2277.0,5124.0,281509.0,3776.0,141424.0,74454.0,352450.0,6328104.0,1693.0,43893.0,,,54350.0,1049.0,0.0,1989.0,12836.0,7298.0
2020-09-08,38606.0,10553.0,46938.0,1261.0,3033.0,0.0,95.0,500034.0,44953.0,,26465.0,30081.0,37557.0,2585.0,56778.0,329251.0,180.0,73208.0,89141.0,1361.0,2213.0,234.0,122308.0,21961.0,2126.0,4168790.0,145.0,17313.0,1466.0,466.0,4400.0,274.0,19848.0,134694.0,,,4735.0,1045.0,,425541.0,90087.0,671533.0,456.0,15183.0,49897.0,12285.0,4377.0,,1510.0,,29877.0,18784.0,712.0,5388.0,22.0,100131.0,110757.0,100228.0,26511.0,4985.0,341.0,2564.0,4904.0,60784.0,,31.0,8483.0,375947.0,,8608.0,3275.0,1729.0,254957.0,45012.0,,11832.0,,24.0,,,78721.0,,9848.0,2245.0,1613.0,8360.0,12.0,65218.0,,9304.0,2150.0,4370128.0,200035.0,391112.0,269578.0,30080.0,138194.0,280153.0,18778.0,3323.0,72703.0,,2581.0,134203.0,35356.0,0.0,14301.0,91244.0,44487.0,22.0,1432.0,21324.0,1148.0,1311.0,19583.0,108.0,3126.0,6974.0,9.0,,15435.0,5630.0,9559.0,8741.0,2882.0,2099.0,,,7165.0,356.0,,642860.0,,40556.0,156.0,310.0,5875.0,75721.0,4647.0,1807.0,8928.0,48138.0,79792.0,1788.0,4818.0,1178.0,55456.0,15226.0,11623.0,87590.0,,299659.0,0.0,27363.0,98407.0,503.0,24214.0,691575.0,241987.0,71526.0,60895.0,,120579.0,,97033.0,1032354.0,4439.0,,17.0,26.0,,62.0,0.0,735.0,898.0,322237.0,14044.0,31994.0,135.0,2064.0,57091.0,4727.0,3232.0,,3371.0,640441.0,21588.0,2552.0,534513.0,3140.0,,13470.0,0.0,4419.0,85707.0,44837.0,3289.0,,495.0,8824.0,509.0,3446.0,27.0,1513.0,0.0,2391.0,5417.0,283270.0,3900.0,143914.0,75098.0,354932.0,6354369.0,1712.0,44281.0,,,55563.0,1054.0,0.0,1994.0,12952.0,7388.0
2020-09-09,38630.0,10704.0,47216.0,1301.0,3092.0,0.0,95.0,512293.0,45152.0,,26524.0,30583.0,37732.0,2721.0,57450.0,331078.0,180.0,73402.0,89691.0,1365.0,2242.0,234.0,123345.0,22258.0,2126.0,4205877.0,145.0,17435.0,1476.0,466.0,4473.0,274.0,19848.0,135200.0,,,4736.0,1048.0,,427027.0,90100.0,686851.0,456.0,15215.0,51224.0,12626.0,4459.0,,1511.0,,31036.0,19036.0,712.0,5391.0,22.0,100937.0,112166.0,100403.0,26602.0,4990.0,341.0,2585.0,4936.0,61700.0,,32.0,8540.0,384546.0,,8621.0,3293.0,1773.0,256433.0,45313.0,,12080.0,,24.0,,,79622.0,,9885.0,2245.0,1703.0,8362.0,12.0,65597.0,,9715.0,2153.0,4465863.0,203342.0,393425.0,273821.0,30164.0,142190.0,281583.0,18815.0,3437.0,73211.0,,2659.0,134726.0,35460.0,0.0,14377.0,92082.0,44613.0,22.0,1443.0,21877.0,1164.0,1311.0,20462.0,109.0,3158.0,7023.0,9.0,,15520.0,5653.0,9583.0,8834.0,2898.0,2162.0,,,7191.0,357.0,,647321.0,,41144.0,161.0,310.0,6094.0,77878.0,4764.0,2009.0,9108.0,49219.0,81085.0,1792.0,4818.0,1178.0,55632.0,15293.0,11746.0,87939.0,,300030.0,0.0,27919.0,99042.0,504.0,25026.0,696190.0,245143.0,71947.0,61541.0,,120846.0,,98304.0,1037526.0,4460.0,,17.0,27.0,,62.0,0.0,735.0,898.0,323012.0,14102.0,32078.0,135.0,2067.0,57166.0,4888.0,3312.0,,3371.0,642431.0,21743.0,2555.0,543379.0,3147.0,,13470.0,0.0,4447.0,85880.0,45306.0,3351.0,,495.0,8860.0,509.0,3447.0,27.0,1528.0,0.0,2588.0,5417.0,284943.0,4101.0,146511.0,75981.0,357611.0,6388569.0,1741.0,44930.0,,,56751.0,1059.0,0.0,1999.0,13112.0,7429.0
2020-09-10,38658.0,10860.0,47488.0,1301.0,3217.0,0.0,95.0,524198.0,45326.0,,26564.0,31247.0,37874.0,2721.0,58207.0,332970.0,180.0,73591.0,90568.0,1365.0,2242.0,238.0,124205.0,22544.0,2252.0,4246638.0,145.0,17598.0,1486.0,469.0,4557.0,274.0,20009.0,136182.0,,,4747.0,1051.0,,428669.0,90127.0,694664.0,456.0,15234.0,52549.0,12917.0,4551.0,,1514.0,,32413.0,19353.0,712.0,5394.0,24.0,101716.0,113206.0,100557.0,26688.0,4990.0,361.0,2600.0,4994.0,62578.0,,32.0,8595.0,394308.0,,8621.0,3330.0,1830.0,258149.0,45313.0,,12452.0,,24.0,,,80306.0,,9946.0,2275.0,1750.0,8376.0,12.0,65802.0,,10191.0,2157.0,4562414.0,207203.0,395488.0,278418.0,30360.0,146351.0,283180.0,18869.0,3511.0,73923.0,,2739.0,135159.0,35603.0,0.0,14446.0,92822.0,44684.0,22.0,1448.0,22437.0,1164.0,1311.0,20939.0,109.0,3194.0,7088.0,9.0,,15624.0,5655.0,9628.0,8900.0,2909.0,2204.0,,,7222.0,357.0,,652364.0,,41704.0,165.0,310.0,6222.0,79767.0,4832.0,2150.0,9256.0,50465.0,82016.0,1793.0,4818.0,1178.0,55829.0,15414.0,11867.0,88337.0,,300371.0,0.0,28664.0,99715.0,507.0,25631.0,702776.0,248947.0,72453.0,62126.0,,121052.0,,99684.0,1042836.0,4479.0,,17.0,27.0,,62.0,0.0,735.0,901.0,323720.0,14150.0,32136.0,135.0,2069.0,57229.0,5066.0,3389.0,,3371.0,644438.0,21919.0,2555.0,554143.0,3155.0,,13470.0,0.0,4477.0,86194.0,45711.0,3416.0,,496.0,8899.0,509.0,3454.0,27.0,1537.0,0.0,2698.0,5882.0,286455.0,4291.0,149146.0,76911.0,360545.0,6426903.0,1759.0,45473.0,,,57823.0,1059.0,0.0,2003.0,13214.0,7453.0
2020-09-11,38692.0,11021.0,47752.0,1344.0,3279.0,0.0,95.0,535705.0,45503.0,,26607.0,31827.0,38037.0,2814.0,58839.0,334762.0,180.0,73784.0,91537.0,1435.0,2242.0,241.0,125172.0,22834.0,2252.0,4288171.0,145.0,17799.0,1499.0,469.0,4651.0,274.0,20009.0,136997.0,,,4749.0,1081.0,,430535.0,90145.0,702088.0,456.0,15289.0,53969.0,13107.0,4593.0,,1517.0,,33860.0,19646.0,712.0,5394.0,24.0,102232.0,114732.0,100708.0,26773.0,4996.0,361.0,2632.0,5025.0,63367.0,,32.0,8649.0,403837.0,,8643.0,3362.0,1917.0,259735.0,45388.0,,12734.0,,24.0,,,81009.0,,9979.0,2275.0,1763.0,8429.0,12.0,66049.0,,10909.0,2161.0,4659984.0,210940.0,397801.0,282672.0,30571.0,150326.0,284796.0,18916.0,3511.0,74565.0,,2945.0,135589.0,35793.0,0.0,14496.0,93475.0,44761.0,23.0,1459.0,22983.0,1245.0,1311.0,21908.0,109.0,3238.0,7088.0,9.0,,15669.0,5669.0,9810.0,8990.0,2912.0,2247.0,,,7266.0,361.0,,658299.0,,42183.0,168.0,310.0,6385.0,82197.0,4918.0,2422.0,9437.0,51919.0,83370.0,1795.0,4818.0,1178.0,56017.0,15555.0,12003.0,88337.0,,300955.0,0.0,29256.0,100330.0,508.0,26512.0,710067.0,252964.0,73047.0,62813.0,,121287.0,,101075.0,1048257.0,4534.0,,17.0,27.0,,64.0,0.0,741.0,906.0,324407.0,14193.0,32228.0,135.0,2087.0,57315.0,5252.0,3497.0,,3376.0,646398.0,22055.0,2568.0,566326.0,3169.0,,13516.0,0.0,4529.0,86505.0,46239.0,3476.0,,498.0,8939.0,509.0,3461.0,27.0,1548.0,0.0,2825.0,6259.0,288126.0,4377.0,152373.0,77842.0,364088.0,6471386.0,1773.0,46160.0,,,58663.0,1060.0,0.0,2007.0,13323.0,7479.0
2020-09-12,38727.0,11185.0,48007.0,1344.0,3335.0,0.0,95.0,546481.0,45675.0,,26651.0,32696.0,38172.0,2928.0,59586.0,336044.0,180.0,73975.0,92478.0,1458.0,2242.0,244.0,125982.0,23138.0,2252.0,4318971.0,145.0,17891.0,1514.0,471.0,4711.0,275.0,20009.0,137636.0,,,4749.0,1083.0,,432666.0,90168.0,708964.0,456.0,15313.0,55454.0,13368.0,4653.0,,1520.0,,35401.0,19989.0,712.0,5394.0,24.0,103092.0,116451.0,100856.0,26851.0,4996.0,361.0,2655.0,5050.0,63888.0,,32.0,8707.0,415174.0,,8643.0,3376.0,2075.0,260817.0,45434.0,,13036.0,,24.0,,,81658.0,,10020.0,2275.0,1812.0,8457.0,12.0,67136.0,,11825.0,2162.0,4754356.0,214746.0,399940.0,286778.0,30730.0,153045.0,286297.0,18916.0,3623.0,75211.0,,3062.0,135964.0,35969.0,0.0,14566.0,94211.0,44828.0,23.0,1464.0,23669.0,1245.0,1311.0,22348.0,111.0,3291.0,7159.0,9.0,,15737.0,5678.0,9868.0,9052.0,2916.0,2274.0,,,7274.0,361.0,,663973.0,,42714.0,169.0,311.0,6530.0,84435.0,5040.0,2796.0,9604.0,53120.0,84709.0,1797.0,4818.0,1178.0,56177.0,15694.0,12079.0,88337.0,,301481.0,0.0,29906.0,101041.0,508.0,27325.0,716670.0,257863.0,73650.0,63310.0,,121523.0,,102386.0,1053663.0,4565.0,,17.0,27.0,,64.0,0.0,741.0,906.0,325050.0,14237.0,32300.0,135.0,2096.0,57357.0,5453.0,3603.0,,3376.0,648214.0,22176.0,2578.0,566326.0,3195.0,,13532.0,0.0,4579.0,86505.0,46704.0,3506.0,,498.0,8977.0,509.0,3466.0,27.0,1555.0,0.0,2993.0,6635.0,289635.0,4703.0,155558.0,78849.0,367593.0,6517625.0,1780.0,46721.0,,,59630.0,1060.0,0.0,2009.0,13466.0,7508.0
2020-09-13,38802.0,11353.0,48254.0,1344.0,3388.0,0.0,95.0,555537.0,45862.0,,26692.0,33159.0,38327.0,2928.0,60307.0,337520.0,181.0,74173.0,93455.0,1480.0,2267.0,245.0,126791.0,23465.0,2252.0,4332991.0,145.0,17918.0,1707.0,472.0,4813.0,275.0,20167.0,138212.0,,,4749.0,1084.0,,434748.0,90197.0,716319.0,456.0,15318.0,55454.0,13533.0,4684.0,,1523.0,,36188.0,20327.0,712.0,5395.0,24.0,103660.0,118594.0,101009.0,26928.0,4996.0,361.0,2676.0,5075.0,64301.0,,32.0,8747.0,421519.0,,8643.0,3405.0,2227.0,261737.0,45434.0,,13240.0,,24.0,,,81909.0,,10045.0,2275.0,1853.0,8457.0,12.0,67789.0,,12309.0,2165.0,4846427.0,218382.0,402029.0,290309.0,30985.0,156220.0,287753.0,19013.0,3771.0,75650.0,,3314.0,136384.0,36157.0,0.0,14637.0,94764.0,44881.0,23.0,1474.0,24310.0,1245.0,1311.0,22781.0,111.0,3330.0,7159.0,9.0,,15757.0,5690.0,9915.0,9173.0,2924.0,2352.0,,,7276.0,361.0,,668381.0,,42978.0,171.0,311.0,6712.0,86686.0,5269.0,3015.0,9719.0,54159.0,85876.0,1798.0,4818.0,1180.0,56256.0,15791.0,12154.0,89746.0,,302020.0,0.0,30574.0,101745.0,510.0,27818.0,722832.0,261216.0,74152.0,63983.0,,121740.0,,103495.0,1059024.0,4591.0,,17.0,27.0,,64.0,0.0,741.0,906.0,325651.0,14280.0,32408.0,135.0,2109.0,57406.0,5532.0,3702.0,,3389.0,649793.0,22285.0,2578.0,566326.0,3234.0,,13532.0,0.0,4582.0,86505.0,47179.0,3540.0,,498.0,9014.0,509.0,3473.0,27.0,1572.0,0.0,3042.0,6635.0,291162.0,4799.0,158122.0,79489.0,370932.0,6558582.0,1808.0,47287.0,,,60540.0,1063.0,0.0,2011.0,13539.0,7526.0
2020-09-14,38858.0,11520.0,48496.0,1438.0,3439.0,0.0,95.0,565446.0,45969.0,,26739.0,33541.0,38403.0,3008.0,60965.0,339332.0,183.0,74360.0,94306.0,1501.0,2267.0,245.0,127619.0,23635.0,2463.0,4353602.0,145.0,18061.0,1717.0,472.0,4839.0,275.0,20228.0,139541.0,,,4772.0,1085.0,,436433.0,90219.0,721892.0,457.0,15324.0,57361.0,13598.0,4726.0,,1526.0,,37222.0,20674.0,712.0,5396.0,24.0,104110.0,118911.0,101177.0,27009.0,5000.0,361.0,2698.0,5104.0,64786.0,,32.0,8792.0,427839.0,,8654.0,3405.0,2392.0,263222.0,45601.0,,13420.0,,24.0,,,82172.0,,10061.0,2275.0,1884.0,8478.0,12.0,68620.0,,13153.0,2168.0,4846427.0,221523.0,404648.0,294478.0,31192.0,161025.0,288761.0,19066.0,3933.0,75916.0,,3528.0,136513.0,36205.0,0.0,14692.0,95472.0,44928.0,23.0,1477.0,25401.0,1245.0,1311.0,23515.0,111.0,3381.0,7244.0,9.0,,15769.0,5697.0,9946.0,9243.0,2935.0,2405.0,,,7295.0,362.0,,671716.0,,43207.0,177.0,311.0,6900.0,88203.0,5482.0,3195.0,9818.0,55329.0,87194.0,1801.0,4818.0,1180.0,56388.0,15827.0,12276.0,90222.0,,302424.0,0.0,31362.0,102204.0,511.0,28487.0,729619.0,265888.0,74529.0,64596.0,,121975.0,,104187.0,1064438.0,4602.0,,17.0,27.0,,64.0,0.0,741.0,906.0,326258.0,14306.0,32437.0,135.0,2111.0,57454.0,5580.0,3749.0,,3389.0,650749.0,22391.0,2587.0,593730.0,3262.0,,13532.0,0.0,4611.0,86505.0,47436.0,3576.0,,499.0,9049.0,509.0,3475.0,27.0,1578.0,0.0,3141.0,7382.0,292878.0,4978.0,160679.0,80266.0,373559.0,6590920.0,1812.0,47836.0,,,61569.0,1063.0,0.0,2013.0,13720.0,7531.0
2020-09-15,38901.0,11672.0,48734.0,1438.0,3569.0,0.0,95.0,577338.0,46119.0,,26778.0,34305.0,38517.0,3032.0,61643.0,341056.0,184.0,74552.0,94795.0,1528.0,2267.0,246.0,128286.0,23929.0,2463.0,4388154.0,145.0,18216.0,1733.0,472.0,4904.0,275.0,20271.0,140471.0,,,4772.0,1087.0,,437983.0,90235.0,728590.0,467.0,15335.0,58137.0,13749.0,4803.0,,1534.0,,38896.0,21013.0,712.0,5396.0,24.0,104803.0,119553.0,101340.0,27088.0,5000.0,364.0,2722.0,5128.0,65486.0,,32.0,8851.0,435665.0,,8654.0,3428.0,2562.0,265014.0,45655.0,,13730.0,,24.0,,,82684.0,,10111.0,2275.0,1958.0,8493.0,12.0,68620.0,,13879.0,2174.0,5020359.0,225030.0,407353.0,298702.0,31549.0,166564.0,289990.0,19100.0,4042.0,76447.0,,3677.0,136586.0,36301.0,0.0,14763.0,96301.0,44999.0,23.0,1482.0,25449.0,1327.0,1311.0,24144.0,111.0,3392.0,7284.0,9.0,,15803.0,5701.0,9969.0,9328.0,2940.0,2454.0,,,7319.0,362.0,,676487.0,,43734.0,178.0,311.0,7061.0,90324.0,5713.0,3636.0,9901.0,56788.0,88673.0,1802.0,4961.0,1182.0,56478.0,15925.0,12393.0,90660.0,,303089.0,0.0,32250.0,102832.0,511.0,29298.0,733860.0,269407.0,75134.0,65021.0,,122214.0,,105298.0,1069873.0,4624.0,,17.0,27.0,,64.0,0.0,741.0,907.0,326930.0,14529.0,32511.0,135.0,2126.0,57488.0,5768.0,3831.0,,3390.0,651521.0,22504.0,2592.0,603167.0,3271.0,,13535.0,0.0,4625.0,87345.0,47751.0,3614.0,,499.0,9088.0,509.0,3480.0,27.0,1595.0,0.0,3223.0,7623.0,294620.0,5123.0,163678.0,80940.0,376669.0,6627997.0,1827.0,48429.0,,,62655.0,1063.0,0.0,2016.0,13819.0,7576.0
2020-09-16,38941.0,11816.0,48966.0,1483.0,3675.0,0.0,95.0,589012.0,46376.0,,26813.0,35073.0,38658.0,3087.0,62484.0,342671.0,185.0,74763.0,95948.0,1536.0,2280.0,246.0,128872.0,24211.0,2463.0,4425451.0,145.0,18390.0,1748.0,472.0,4978.0,275.0,20303.0,141475.0,,,4782.0,1090.0,,439287.0,90253.0,736377.0,467.0,15348.0,59516.0,14029.0,4876.0,,1540.0,,41032.0,21013.0,712.0,5399.0,24.0,105521.0,121525.0,101500.0,27163.0,5000.0,364.0,2756.0,5155.0,66224.0,,32.0,8904.0,445932.0,,8678.0,3440.0,2758.0,266869.0,45655.0,,14041.0,,24.0,,,82924.0,,10154.0,2275.0,1958.0,8499.0,12.0,69660.0,,14460.0,2189.0,5118253.0,228993.0,410334.0,303059.0,31799.0,171138.0,291442.0,19132.0,4164.0,76998.0,,3852.0,137058.0,36301.0,0.0,14839.0,96999.0,45072.0,23.0,1486.0,26083.0,1327.0,1327.0,24936.0,111.0,3437.0,7394.0,9.0,,15871.0,5704.0,10031.0,9427.0,2966.0,2560.0,,,7332.0,365.0,,680931.0,,44361.0,181.0,311.0,7291.0,92016.0,5994.0,3894.0,9964.0,58327.0,90425.0,1809.0,4961.0,1182.0,56604.0,16088.0,12498.0,91196.0,,303634.0,0.0,33006.0,103466.0,516.0,30419.0,738020.0,272934.0,75734.0,65626.0,,122449.0,,107011.0,1075485.0,4634.0,,17.0,27.0,,64.0,0.0,741.0,907.0,327551.0,14568.0,32613.0,138.0,2133.0,57514.0,5860.0,3954.0,,3390.0,653444.0,22657.0,2594.0,614360.0,3271.0,,13535.0,0.0,4645.0,87575.0,48265.0,3654.0,,500.0,9129.0,509.0,3490.0,27.0,1608.0,0.0,3327.0,8100.0,296391.0,5266.0,166694.0,81782.0,380678.0,6665593.0,1856.0,49015.0,,,63416.0,1063.0,0.0,2019.0,13887.0,7598.0
2020-09-17,38958.0,11948.0,49194.0,1483.0,3789.0,0.0,95.0,601713.0,46671.0,,26861.0,35853.0,38777.0,3177.0,63189.0,344264.0,185.0,74987.0,97976.0,1567.0,2280.0,246.0,129419.0,24605.0,2567.0,4461856.0,145.0,18544.0,1767.0,473.0,5063.0,275.0,20303.0,142590.0,,,4782.0,1115.0,,441150.0,90294.0,743945.0,470.0,15376.0,60818.0,14279.0,4933.0,,1548.0,,44155.0,21836.0,712.0,5399.0,24.0,106136.0,122257.0,101641.0,27249.0,5002.0,364.0,2778.0,5191.0,66913.0,,32.0,8962.0,456171.0,,8678.0,3473.0,2937.0,269048.0,45714.0,,14400.0,,24.0,,,83664.0,,10154.0,2275.0,2027.0,8530.0,12.0,70120.0,,15170.0,2206.0,5214677.0,232628.0,413149.0,307385.0,32023.0,176523.0,293025.0,19158.0,4374.0,77487.0,,4131.0,137393.0,36576.0,0.0,14882.0,97824.0,45153.0,23.0,1494.0,26768.0,1327.0,1327.0,25822.0,112.0,3499.0,7541.0,9.0,,15925.0,5711.0,10052.0,9494.0,2966.0,2595.0,,,7346.0,365.0,,684113.0,,44983.0,186.0,311.0,7503.0,94504.0,6161.0,4299.0,10078.0,59573.0,92262.0,1809.0,4961.0,1183.0,56735.0,16274.0,12644.0,91753.0,,304386.0,0.0,33843.0,104138.0,516.0,31113.0,744400.0,276289.0,76571.0,66396.0,,122693.0,,108690.0,1081152.0,4653.0,,17.0,27.0,,64.0,0.0,742.0,907.0,328144.0,14618.0,32695.0,138.0,2133.0,57532.0,6021.0,4058.0,,3390.0,655572.0,22783.0,2599.0,625651.0,3276.0,,13535.0,0.0,4671.0,87885.0,48795.0,3691.0,,503.0,9171.0,509.0,3490.0,27.0,1618.0,0.0,3434.0,8570.0,298039.0,5380.0,170373.0,82568.0,384086.0,6710994.0,1876.0,49627.0,,,64284.0,1066.0,0.0,2022.0,13928.0,7633.0
2020-09-18,38969.0,12073.0,49413.0,1564.0,3848.0,0.0,95.0,613658.0,46910.0,,26885.0,36661.0,38894.0,3177.0,63879.0,345805.0,185.0,75230.0,99649.0,1590.0,2280.0,252.0,130051.0,24897.0,2567.0,4501587.0,145.0,18733.0,1797.0,473.0,5141.0,275.0,20371.0,143871.0,,,4786.0,1147.0,,442827.0,90311.0,750471.0,470.0,15436.0,62374.0,14513.0,5004.0,,1558.0,,46262.0,22291.0,712.0,5403.0,24.0,106732.0,124129.0,101772.0,27346.0,5002.0,364.0,2814.0,5215.0,67515.0,,32.0,9047.0,469404.0,,8696.0,3485.0,3119.0,271247.0,45760.0,,14738.0,,24.0,,,84344.0,,10231.0,2303.0,2102.0,8556.0,12.0,70611.0,,16111.0,2230.0,5308014.0,236519.0,416198.0,311690.0,32271.0,181863.0,294932.0,19200.0,4571.0,78059.0,,4344.0,137713.0,36724.0,0.0,14939.0,98528.0,45244.0,23.0,1498.0,27518.0,1390.0,1333.0,26438.0,112.0,3560.0,7718.0,9.0,,15971.0,5716.0,10147.0,9568.0,2991.0,2634.0,,,7361.0,366.0,,688954.0,,45648.0,191.0,311.0,7711.0,97264.0,6264.0,4621.0,10207.0,61593.0,94345.0,1811.0,4961.0,1183.0,56956.0,16417.0,12769.0,91753.0,,305031.0,0.0,34401.0,104879.0,516.0,32127.0,750098.0,279526.0,77328.0,67176.0,,122917.0,,110217.0,1086955.0,4671.0,,17.0,27.0,,64.0,0.0,742.0,908.0,328720.0,14645.0,32757.0,139.0,2153.0,57543.0,6256.0,4195.0,,3390.0,657627.0,22893.0,2609.0,640040.0,3281.0,,13555.0,0.0,4691.0,88237.0,49283.0,3731.0,,503.0,9214.0,509.0,3497.0,27.0,1640.0,0.0,3651.0,8570.0,299810.0,5594.0,173703.0,83433.0,388417.0,6761499.0,1890.0,50253.0,,,65174.0,1068.0,0.0,2024.0,14022.0,7647.0
